date,sales,promo,day_of_week,month,is_weekend
2024-03-31,141,0,6,3,1
2024-04-01,127,0,0,4,0
2024-04-02,133,0,1,4,0
2024-04-03,109,0,2,4,0
2024-04-04,117,0,3,4,0
2024-04-05,134,0,4,4,0
2024-04-06,154,0,5,4,1
2024-04-07,148,0,6,4,1
2024-04-08,127,0,0,4,0
2024-04-09,144,0,1,4,0
2024-04-10,118,0,2,4,0
2024-04-11,137,0,3,4,0
2024-04-12,196,1,4,4,0
2024-04-13,218,1,5,4,1
2024-04-14,228,1,6,4,1
2024-04-15,135,0,0,4,0
2024-04-16,133,0,1,4,0
2024-04-17,203,1,2,4,0
2024-04-18,199,1,3,4,0
2024-04-19,194,1,4,4,0
2024-04-20,158,0,5,4,1
2024-04-21,139,0,6,4,1
2024-04-22,127,0,0,4,0
2024-04-23,134,0,1,4,0
2024-04-24,127,0,2,4,0
2024-04-25,134,0,3,4,0
2024-04-26,142,0,4,4,0
2024-04-27,162,0,5,4,1
2024-04-28,151,0,6,4,1
2024-04-29,125,0,0,4,0
2024-04-30,145,0,1,4,0
2024-05-01,129,0,2,5,0
2024-05-02,139,0,3,5,0
2024-05-03,155,0,4,5,0
2024-05-04,160,0,5,5,1
2024-05-05,149,0,6,5,1
2024-05-06,133,0,0,5,0
2024-05-07,143,0,1,5,0
2024-05-08,136,0,2,5,0
2024-05-09,125,0,3,5,0
2024-05-10,150,0,4,5,0
2024-05-11,166,0,5,5,1
2024-05-12,155,0,6,5,1
2024-05-13,141,0,0,5,0
2024-05-14,138,0,1,5,0
2024-05-15,134,0,2,5,0
2024-05-16,126,0,3,5,0
2024-05-17,155,0,4,5,0
2024-05-18,228,1,5,5,1
2024-05-19,223,1,6,5,1
2024-05-20,209,1,0,5,0
2024-05-21,145,0,1,5,0
2024-05-22,143,0,2,5,0
2024-05-23,120,0,3,5,0
2024-05-24,157,0,4,5,0
2024-05-25,163,0,5,5,1
2024-05-26,162,0,6,5,1
2024-05-27,140,0,0,5,0
2024-05-28,144,0,1,5,0
2024-05-29,147,0,2,5,0
2024-05-30,143,0,3,5,0
2024-05-31,152,0,4,5,0
2024-06-01,165,0,5,6,1
2024-06-02,134,0,6,6,1
2024-06-03,136,0,0,6,0
2024-06-04,131,0,1,6,0
2024-06-05,149,0,2,6,0
2024-06-06,144,0,3,6,0
2024-06-07,145,0,4,6,0
2024-06-08,161,0,5,6,1
2024-06-09,158,0,6,6,1
2024-06-10,136,0,0,6,0
2024-06-11,128,0,1,6,0
2024-06-12,126,0,2,6,0
2024-06-13,140,0,3,6,0
2024-06-14,158,0,4,6,0
2024-06-15,160,0,5,6,1
2024-06-16,164,0,6,6,1
2024-06-17,145,0,0,6,0
2024-06-18,132,0,1,6,0
2024-06-19,139,0,2,6,0
2024-06-20,134,0,3,6,0
2024-06-21,163,0,4,6,0
2024-06-22,177,0,5,6,1
2024-06-23,154,0,6,6,1
2024-06-24,143,0,0,6,0
2024-06-25,148,0,1,6,0
2024-06-26,147,0,2,6,0
2024-06-27,140,0,3,6,0
2024-06-28,160,0,4,6,0
2024-06-29,157,0,5,6,1
2024-06-30,159,0,6,6,1
2024-07-01,133,0,0,7,0
2024-07-02,146,0,1,7,0
2024-07-03,135,0,2,7,0
2024-07-04,198,0,3,7,0
2024-07-05,154,0,4,7,0
2024-07-06,170,0,5,7,1
2024-07-07,154,0,6,7,1
2024-07-08,148,0,0,7,0
2024-07-09,143,0,1,7,0
2024-07-10,131,0,2,7,0
2024-07-11,189,1,3,7,0
2024-07-12,209,1,4,7,0
2024-07-13,231,1,5,7,1
2024-07-14,168,0,6,7,1
2024-07-15,142,0,0,7,0
2024-07-16,139,0,1,7,0
2024-07-17,143,0,2,7,0
2024-07-18,132,0,3,7,0
2024-07-19,222,1,4,7,0
2024-07-20,237,1,5,7,1
2024-07-21,224,1,6,7,1
2024-07-22,140,0,0,7,0
2024-07-23,135,0,1,7,0
2024-07-24,142,0,2,7,0
2024-07-25,132,0,3,7,0
2024-07-26,130,0,4,7,0
2024-07-27,141,0,5,7,1
2024-07-28,153,0,6,7,1
2024-07-29,139,0,0,7,0
2024-07-30,140,0,1,7,0
2024-07-31,133,0,2,7,0
2024-08-01,138,0,3,8,0
2024-08-02,145,0,4,8,0
2024-08-03,154,0,5,8,1
2024-08-04,158,0,6,8,1
2024-08-05,143,0,0,8,0
2024-08-06,129,0,1,8,0
2024-08-07,128,0,2,8,0
2024-08-08,127,0,3,8,0
2024-08-09,130,0,4,8,0
2024-08-10,157,0,5,8,1
2024-08-11,163,0,6,8,1
2024-08-12,137,0,0,8,0
2024-08-13,134,0,1,8,0
2024-08-14,136,0,2,8,0
2024-08-15,131,0,3,8,0
2024-08-16,129,0,4,8,0
2024-08-17,166,0,5,8,1
2024-08-18,165,0,6,8,1
2024-08-19,128,0,0,8,0
2024-08-20,132,0,1,8,0
2024-08-21,132,0,2,8,0
2024-08-22,136,0,3,8,0
2024-08-23,157,0,4,8,0
2024-08-24,167,0,5,8,1
2024-08-25,152,0,6,8,1
2024-08-26,137,0,0,8,0
2024-08-27,142,0,1,8,0
2024-08-28,135,0,2,8,0
2024-08-29,132,0,3,8,0
2024-08-30,145,0,4,8,0
2024-08-31,151,0,5,8,1
2024-09-01,149,0,6,9,1
2024-09-02,122,0,0,9,0
2024-09-03,133,0,1,9,0
2024-09-04,129,0,2,9,0
2024-09-05,124,0,3,9,0
2024-09-06,139,0,4,9,0
2024-09-07,159,0,5,9,1
2024-09-08,167,0,6,9,1
2024-09-09,137,0,0,9,0
2024-09-10,111,0,1,9,0
2024-09-11,131,0,2,9,0
2024-09-12,140,0,3,9,0
2024-09-13,128,0,4,9,0
2024-09-14,158,0,5,9,1
2024-09-15,148,0,6,9,1
2024-09-16,137,0,0,9,0
2024-09-17,131,0,1,9,0
2024-09-18,120,0,2,9,0
2024-09-19,125,0,3,9,0
2024-09-20,136,0,4,9,0
2024-09-21,151,0,5,9,1
2024-09-22,157,0,6,9,1
2024-09-23,119,0,0,9,0
2024-09-24,134,0,1,9,0
2024-09-25,123,0,2,9,0
2024-09-26,127,0,3,9,0
2024-09-27,136,0,4,9,0
2024-09-28,150,0,5,9,1
2024-09-29,147,0,6,9,1
2024-09-30,136,0,0,9,0
2024-10-01,131,0,1,10,0
2024-10-02,121,0,2,10,0
2024-10-03,137,0,3,10,0
2024-10-04,136,0,4,10,0
2024-10-05,151,0,5,10,1
2024-10-06,138,0,6,10,1
2024-10-07,119,0,0,10,0
2024-10-08,117,0,1,10,0
2024-10-09,123,0,2,10,0
2024-10-10,127,0,3,10,0
2024-10-11,135,0,4,10,0
2024-10-12,160,0,5,10,1
2024-10-13,137,0,6,10,1
2024-10-14,122,0,0,10,0
2024-10-15,111,0,1,10,0
2024-10-16,114,0,2,10,0
2024-10-17,131,0,3,10,0
2024-10-18,127,0,4,10,0
2024-10-19,139,0,5,10,1
2024-10-20,125,0,6,10,1
2024-10-21,114,0,0,10,0
2024-10-22,118,0,1,10,0
2024-10-23,109,0,2,10,0
2024-10-24,117,0,3,10,0
2024-10-25,140,0,4,10,0
2024-10-26,139,0,5,10,1
2024-10-27,133,0,6,10,1
2024-10-28,110,0,0,10,0
2024-10-29,110,0,1,10,0
2024-10-30,123,0,2,10,0
2024-10-31,119,0,3,10,0
2024-11-01,161,0,4,11,0
2024-11-02,184,0,5,11,1
2024-11-03,150,0,6,11,1
2024-11-04,146,0,0,11,0
2024-11-05,134,0,1,11,0
2024-11-06,149,0,2,11,0
2024-11-07,140,0,3,11,0
2024-11-08,152,0,4,11,0
2024-11-09,157,0,5,11,1
2024-11-10,160,0,6,11,1
2024-11-11,142,0,0,11,0
2024-11-12,152,0,1,11,0
2024-11-13,135,0,2,11,0
2024-11-14,137,0,3,11,0
2024-11-15,159,0,4,11,0
2024-11-16,159,0,5,11,1
2024-11-17,172,0,6,11,1
2024-11-18,141,0,0,11,0
2024-11-19,143,0,1,11,0
2024-11-20,144,0,2,11,0
2024-11-21,136,0,3,11,0
2024-11-22,154,0,4,11,0
2024-11-23,159,0,5,11,1
2024-11-24,158,0,6,11,1
2024-11-25,145,0,0,11,0
2024-11-26,143,0,1,11,0
2024-11-27,140,0,2,11,0
2024-11-28,130,0,3,11,0
2024-11-29,242,0,4,11,0
2024-11-30,167,0,5,11,1
2024-12-01,188,0,6,12,1
2024-12-02,151,0,0,12,0
2024-12-03,153,0,1,12,0
2024-12-04,161,0,2,12,0
2024-12-05,161,0,3,12,0
2024-12-06,157,0,4,12,0
2024-12-07,186,0,5,12,1
2024-12-08,177,0,6,12,1
2024-12-09,173,0,0,12,0
2024-12-10,162,0,1,12,0
2024-12-11,163,0,2,12,0
2024-12-12,163,0,3,12,0
2024-12-13,160,0,4,12,0
2024-12-14,200,0,5,12,1
2024-12-15,169,0,6,12,1
2024-12-16,166,0,0,12,0
2024-12-17,165,0,1,12,0
2024-12-18,156,0,2,12,0
2024-12-19,165,0,3,12,0
2024-12-20,167,0,4,12,0
2024-12-21,179,0,5,12,1
2024-12-22,186,0,6,12,1
2024-12-23,282,1,0,12,0
2024-12-24,218,1,1,12,0
2024-12-25,215,1,2,12,0
2024-12-26,157,0,3,12,0
2024-12-27,174,0,4,12,0
2024-12-28,180,0,5,12,1
2024-12-29,181,0,6,12,1
2024-12-30,156,0,0,12,0
2024-12-31,172,0,1,12,0
